,dept,dist,station,value,date
505062,Revenue,Salem,Salem,0.2,31-07-2020
505088,Revenue,Salem,Edapadi,39.2,01-08-2020
505204,Revenue,Salem,Omalur,10,01-08-2020
505236,Revenue,Salem,Mettur,6,01-08-2020
505238,Revenue,Salem,Yercaud,6,01-08-2020
505250,Revenue,Salem,Salem,4.5,01-08-2020
505276,Revenue,Salem,Valappady,3,01-08-2020
505281,Revenue,Salem,sankaridurg,2.2,01-08-2020
505507,Revenue,Salem,Danishpet,13,03-08-2020
505515,Revenue,Salem,Yercaud,10.2,03-08-2020
505518,Revenue,Salem,Anaimaduvu Dam,10,03-08-2020
505538,Revenue,Salem,Kariyakovil Dam,7,03-08-2020
505570,Revenue,Salem,Omalur,4.2,03-08-2020
505602,Revenue,Salem,Attur,2.4,03-08-2020
505609,Revenue,Salem,Valappady,2,03-08-2020
505618,Revenue,Salem,Mettur,1.8,03-08-2020
505619,Revenue,Salem,Salem,1.8,03-08-2020
505626,Revenue,Salem,sankaridurg,1.2,03-08-2020
505672,Revenue,Salem,Yercaud,13.6,04-08-2020
505677,Revenue,Salem,Anaimaduvu Dam,10,04-08-2020
505680,Revenue,Salem,Gangavalli,8,04-08-2020
505697,Revenue,Salem,TNAU CRI Yethapur,3,04-08-2020
505698,Revenue,Salem,Salem,3,04-08-2020
505717,Revenue,Salem,Valappady,1,04-08-2020
505780,Revenue,Salem,Yercaud,4,05-08-2020
505951,Revenue,Salem,Anaimaduvu Dam,18,07-08-2020
505958,Revenue,Salem,Yercaud,16,07-08-2020
505969,Revenue,Salem,Omalur,10.6,07-08-2020
505976,Revenue,Salem,Kariyakovil Dam,9,07-08-2020
506013,Revenue,Salem,sankaridurg,1.3,07-08-2020
506043,Revenue,Salem,Yercaud,25.4,08-08-2020
506046,Revenue,Salem,Omalur,21,08-08-2020
506049,Revenue,Salem,TNAU CRI Yethapur,14,08-08-2020
506083,Revenue,Salem,Valappady,3,08-08-2020
506126,Revenue,Salem,Yercaud,53.6,09-08-2020
506203,Revenue,Salem,Attur,26.8,09-08-2020
506211,Revenue,Salem,sankaridurg,25,09-08-2020
506239,Revenue,Salem,Thammampatti,20,09-08-2020
506261,Revenue,Salem,Veeraganoor,17,09-08-2020
506317,Revenue,Salem,Gangavalli,12,09-08-2020
506366,Revenue,Salem,Edapadi,9.4,09-08-2020
506455,Revenue,Salem,Salem,4.4,09-08-2020
506459,Revenue,Salem,Omalur,4.2,09-08-2020
506487,Revenue,Salem,TNAU CRI Yethapur,3,09-08-2020
506506,Revenue,Salem,Valappady,2,09-08-2020
506524,Revenue,Salem,Yercaud,98.6,10-08-2020
506528,Revenue,Salem,Danishpet,71,10-08-2020
506535,Revenue,Salem,TNAU CRI Yethapur,36,10-08-2020
506539,Revenue,Salem,Salem,27.3,10-08-2020
506543,Revenue,Salem,Attur,21.4,10-08-2020
506545,Revenue,Salem,Valappady,20.4,10-08-2020
506555,Revenue,Salem,Omalur,16,10-08-2020
506556,Revenue,Salem,Edapadi,16,10-08-2020
506557,Revenue,Salem,Kariyakovil Dam,16,10-08-2020
506559,Revenue,Salem,Anaimaduvu Dam,15,10-08-2020
506577,Revenue,Salem,Thammampatti,10,10-08-2020
506605,Revenue,Salem,Gangavalli,5,10-08-2020
506606,Revenue,Salem,Veeraganoor,5,10-08-2020
506666,Revenue,Salem,Mettur,1.8,10-08-2020
506735,Revenue,Salem,Attur,32.6,12-08-2020
506736,Revenue,Salem,Salem,32.6,12-08-2020
506749,Revenue,Salem,Mettur,17.8,12-08-2020
506750,Revenue,Salem,Yercaud,17.6,12-08-2020
506756,Revenue,Salem,Thammampatti,15,12-08-2020
506757,Revenue,Salem,TNAU CRI Yethapur,15,12-08-2020
506768,Revenue,Salem,Edapadi,10.2,12-08-2020
506782,Revenue,Salem,Kariyakovil Dam,8,12-08-2020
506796,Revenue,Salem,Anaimaduvu Dam,5,12-08-2020
506801,Revenue,Salem,Veeraganoor,4.2,12-08-2020
506805,Revenue,Salem,Valappady,4,12-08-2020
506809,Revenue,Salem,Omalur,3.4,12-08-2020
506814,Revenue,Salem,Danishpet,3,12-08-2020
506815,Revenue,Salem,Gangavalli,3,12-08-2020
506924,Revenue,Salem,Yercaud,9.8,18-08-2020
506927,Revenue,Salem,Mettur,3.4,18-08-2020
506928,Revenue,Salem,Omalur,3.2,18-08-2020
506951,Revenue,Salem,Salem,14,19-08-2020
506975,Revenue,Salem,sankaridurg,3.4,19-08-2020
506978,Revenue,Salem,Omalur,2.6,19-08-2020
507002,Revenue,Salem,Danishpet,15.2,21-08-2020
507004,Revenue,Salem,Yercaud,6,21-08-2020
507011,Revenue,Salem,Kariyakovil Dam,2,21-08-2020
507037,Revenue,Salem,Yercaud,83.6,23-08-2020
507039,Revenue,Salem,Mettur,68.4,23-08-2020
507053,Revenue,Salem,Salem,28.2,23-08-2020
507054,Revenue,Salem,Edapadi,28,23-08-2020
507073,Revenue,Salem,Danishpet,15,23-08-2020
507079,Revenue,Salem,Omalur,13,23-08-2020
507087,Revenue,Salem,sankaridurg,10.2,23-08-2020
507135,Revenue,Salem,Thammampatti,75,24-08-2020
507136,Revenue,Salem,Attur,73.6,24-08-2020
507147,Revenue,Salem,TNAU CRI Yethapur,56,24-08-2020
507164,Revenue,Salem,Gangavalli,42,24-08-2020
507172,Revenue,Salem,Danishpet,38.5,24-08-2020
507176,Revenue,Salem,Veeraganoor,34,24-08-2020
507177,Revenue,Salem,Anaimaduvu Dam,34,24-08-2020
507192,Revenue,Salem,Kariyakovil Dam,25,24-08-2020
507193,Revenue,Salem,Salem,24.8,24-08-2020
507205,Revenue,Salem,Omalur,19.2,24-08-2020
507209,Revenue,Salem,Yercaud,18.2,24-08-2020
507247,Revenue,Salem,sankaridurg,7,24-08-2020
507249,Revenue,Salem,Valappady,7,24-08-2020
507272,Revenue,Salem,Edapadi,3.6,24-08-2020
507277,Revenue,Salem,Mettur,3.2,24-08-2020
507340,Revenue,Salem,Veeraganoor,40,25-08-2020
507361,Revenue,Salem,Edapadi,28.2,25-08-2020
507381,Revenue,Salem,Gangavalli,17,25-08-2020
507383,Revenue,Salem,Yercaud,16.2,25-08-2020
507414,Revenue,Salem,Thammampatti,10,25-08-2020
507437,Revenue,Salem,Mettur,6.6,25-08-2020
507470,Revenue,Salem,Attur,2.6,25-08-2020
507865,Revenue,Salem,Mettur,36.4,31-08-2020
507886,Revenue,Salem,TNAU CRI Yethapur,21,31-08-2020
507887,Revenue,Salem,Danishpet,20,31-08-2020
507888,Revenue,Salem,Valappady,20,31-08-2020
507942,Revenue,Salem,Kariyakovil Dam,5,31-08-2020
507968,Revenue,Salem,Yercaud,2,31-08-2020
507976,Revenue,Salem,Omalur,1.4,31-08-2020
508022,Revenue,Salem,Veeraganoor,38,01-09-2020
508040,Revenue,Salem,Omalur,29.4,01-09-2020
508043,Revenue,Salem,Anaimaduvu Dam,28,01-09-2020
508098,Revenue,Salem,Edapadi,15.4,01-09-2020
508111,Revenue,Salem,sankaridurg,14,01-09-2020
508173,Revenue,Salem,Salem,7.8,01-09-2020
508177,Revenue,Salem,Attur,6.4,01-09-2020
508185,Revenue,Salem,Mettur,5.4,01-09-2020
508194,Revenue,Salem,Danishpet,5,01-09-2020
508217,Revenue,Salem,Yercaud,3,01-09-2020
508319,Revenue,Salem,sankaridurg,31,02-09-2020
508355,Revenue,Salem,Danishpet,24.3,02-09-2020
508436,Revenue,Salem,Attur,12.4,02-09-2020
508460,Revenue,Salem,Yercaud,10.6,02-09-2020
508487,Revenue,Salem,Veeraganoor,8,02-09-2020
508525,Revenue,Salem,Anaimaduvu Dam,5,02-09-2020
508532,Revenue,Salem,Salem,4.8,02-09-2020
508544,Revenue,Salem,Kariyakovil Dam,4,02-09-2020
508553,Revenue,Salem,Valappady,3,02-09-2020
508568,Revenue,Salem,Omalur,2,02-09-2020
508589,Revenue,Salem,TNAU CRI Yethapur,95,03-09-2020
508590,Revenue,Salem,Yercaud,89,03-09-2020
508591,Revenue,Salem,Anaimaduvu Dam,88,03-09-2020
508602,Revenue,Salem,Attur,50.6,03-09-2020
508603,Revenue,Salem,Kariyakovil Dam,50,03-09-2020
508621,Revenue,Salem,Mettur,34.8,03-09-2020
508624,Revenue,Salem,Omalur,34,03-09-2020
508653,Revenue,Salem,Thammampatti,22,03-09-2020
508658,Revenue,Salem,Danishpet,21,03-09-2020
508660,Revenue,Salem,Valappady,20,03-09-2020
508697,Revenue,Salem,Edapadi,11.4,03-09-2020
508724,Revenue,Salem,Gangavalli,8,03-09-2020
508765,Revenue,Salem,Veeraganoor,4,03-09-2020
508786,Revenue,Salem,Salem,2.7,03-09-2020
508805,Revenue,Salem,sankaridurg,1.3,03-09-2020
508834,Revenue,Salem,Mettur,56.6,04-09-2020
508866,Revenue,Salem,Danishpet,24,04-09-2020
508874,Revenue,Salem,Gangavalli,20,04-09-2020
508893,Revenue,Salem,Yercaud,15.6,04-09-2020
508905,Revenue,Salem,Attur,11.6,04-09-2020
508906,Revenue,Salem,Kariyakovil Dam,11,04-09-2020
508909,Revenue,Salem,Veeraganoor,10,04-09-2020
508911,Revenue,Salem,Omalur,9.2,04-09-2020
508946,Revenue,Salem,sankaridurg,4.4,04-09-2020
508973,Revenue,Salem,TNAU CRI Yethapur,2,04-09-2020
508988,Revenue,Salem,Edapadi,1.6,04-09-2020
508994,Revenue,Salem,Valappady,1,04-09-2020
509019,Revenue,Salem,Edapadi,49,05-09-2020
509065,Revenue,Salem,Salem,14,05-09-2020
509069,Revenue,Salem,Yercaud,12.6,05-09-2020
509072,Revenue,Salem,Danishpet,12,05-09-2020
509110,Revenue,Salem,Kariyakovil Dam,6,05-09-2020
509111,Revenue,Salem,Anaimaduvu Dam,6,05-09-2020
509121,Revenue,Salem,Valappady,5,05-09-2020
509176,Revenue,Salem,Attur,1,05-09-2020
509193,Revenue,Salem,Kariyakovil Dam,32,06-09-2020
509202,Revenue,Salem,TNAU CRI Yethapur,19,06-09-2020
509240,Revenue,Salem,Yercaud,4.8,06-09-2020
509302,Revenue,Salem,Thammampatti,40,07-09-2020
509308,Revenue,Salem,Anaimaduvu Dam,38,07-09-2020
509309,Revenue,Salem,Kariyakovil Dam,37,07-09-2020
509321,Revenue,Salem,Yercaud,28.2,07-09-2020
509326,Revenue,Salem,TNAU CRI Yethapur,27,07-09-2020
509333,Revenue,Salem,Danishpet,24,07-09-2020
509362,Revenue,Salem,Attur,12.6,07-09-2020
509423,Revenue,Salem,Gangavalli,5,07-09-2020
509424,Revenue,Salem,Valappady,5,07-09-2020
509451,Revenue,Salem,Mettur,2.8,07-09-2020
509473,Revenue,Salem,Salem,0.6,07-09-2020
509495,Revenue,Salem,Yercaud,22.6,08-09-2020
509517,Revenue,Salem,Omalur,12.4,08-09-2020
509527,Revenue,Salem,Anaimaduvu Dam,10,08-09-2020
509531,Revenue,Salem,Salem,9,08-09-2020
509535,Revenue,Salem,Edapadi,8,08-09-2020
509536,Revenue,Salem,Kariyakovil Dam,8,08-09-2020
509568,Revenue,Salem,Mettur,3.2,08-09-2020
509575,Revenue,Salem,Danishpet,2.6,08-09-2020
509577,Revenue,Salem,sankaridurg,2.4,08-09-2020
509587,Revenue,Salem,Attur,1.4,08-09-2020
509594,Revenue,Salem,Valappady,1,08-09-2020
509653,Revenue,Salem,sankaridurg,14.2,09-09-2020
509661,Revenue,Salem,Veeraganoor,12,09-09-2020
509687,Revenue,Salem,Gangavalli,6,09-09-2020
509689,Revenue,Salem,TNAU CRI Yethapur,6,09-09-2020
509769,Revenue,Salem,Yercaud,53,10-09-2020
509772,Revenue,Salem,TNAU CRI Yethapur,51,10-09-2020
509792,Revenue,Salem,Veeraganoor,40,10-09-2020
509830,Revenue,Salem,Danishpet,27,10-09-2020
509845,Revenue,Salem,Gangavalli,25,10-09-2020
509861,Revenue,Salem,Salem,21.5,10-09-2020
509883,Revenue,Salem,Attur,18.6,10-09-2020
509892,Revenue,Salem,Omalur,18,10-09-2020
509905,Revenue,Salem,Thammampatti,17,10-09-2020
509933,Revenue,Salem,sankaridurg,14.1,10-09-2020
509944,Revenue,Salem,Kariyakovil Dam,13,10-09-2020
509945,Revenue,Salem,Anaimaduvu Dam,13,10-09-2020
509990,Revenue,Salem,Edapadi,9.4,10-09-2020
510031,Revenue,Salem,Mettur,6.2,10-09-2020
510033,Revenue,Salem,Valappady,6,10-09-2020
510119,Revenue,Salem,Salem,44.6,11-09-2020
510140,Revenue,Salem,Omalur,16.4,11-09-2020
510141,Revenue,Salem,Anaimaduvu Dam,16,11-09-2020
510152,Revenue,Salem,Danishpet,12,11-09-2020
510165,Revenue,Salem,Yercaud,6.4,11-09-2020
510173,Revenue,Salem,Mettur,4.8,11-09-2020
510191,Revenue,Salem,Kariyakovil Dam,2,11-09-2020
510201,Revenue,Salem,Edapadi,1,11-09-2020
510385,Revenue,Salem,Mettur,38.4,14-09-2020
510416,Revenue,Salem,Omalur,18.6,14-09-2020
510421,Revenue,Salem,Yercaud,17,14-09-2020
510422,Revenue,Salem,Salem,16.2,14-09-2020
510452,Revenue,Salem,Danishpet,7.5,14-09-2020
510471,Revenue,Salem,TNAU CRI Yethapur,6,14-09-2020
510479,Revenue,Salem,Edapadi,5,14-09-2020
510480,Revenue,Salem,Anaimaduvu Dam,5,14-09-2020
510500,Revenue,Salem,Valappady,4,14-09-2020
510507,Revenue,Salem,Attur,3.6,14-09-2020
510519,Revenue,Salem,sankaridurg,3,14-09-2020
510565,Revenue,Salem,Attur,24.4,15-09-2020
510571,Revenue,Salem,Omalur,10.4,15-09-2020
510581,Revenue,Salem,Salem,6.9,15-09-2020
510582,Revenue,Salem,Mettur,6.8,15-09-2020
510586,Revenue,Salem,sankaridurg,6,15-09-2020
510620,Revenue,Salem,Yercaud,2,15-09-2020
510636,Revenue,Salem,Valappady,1,15-09-2020
510653,Revenue,Salem,sankaridurg,31,16-09-2020
510703,Revenue,Salem,Mettur,3.2,16-09-2020
510760,Revenue,Salem,Edapadi,10.2,17-09-2020
510780,Revenue,Salem,Yercaud,5,17-09-2020
510835,Revenue,Salem,Edapadi,12.4,18-09-2020
510876,Revenue,Salem,TNAU CRI Yethapur,1,18-09-2020
511378,Revenue,Salem,sankaridurg,3,25-09-2020
511388,Revenue,Salem,Gangavalli,61,26-09-2020
511436,Revenue,Salem,Thammampatti,15,26-09-2020
511441,Revenue,Salem,Yercaud,13.5,26-09-2020
511490,Revenue,Salem,Veeraganoor,6,26-09-2020
511524,Revenue,Salem,sankaridurg,3.2,26-09-2020
511539,Revenue,Salem,Mettur,2.8,26-09-2020
511559,Revenue,Salem,Attur,1.6,26-09-2020
511561,Revenue,Salem,Edapadi,1.4,26-09-2020
511564,Revenue,Salem,Salem,1.2,26-09-2020
511573,Revenue,Salem,Valappady,1,26-09-2020
511629,Revenue,Salem,sankaridurg,51.2,28-09-2020
511704,Revenue,Salem,Yercaud,14,28-09-2020
511788,Revenue,Salem,Salem,4.2,28-09-2020
511803,Revenue,Salem,Valappady,3,28-09-2020
511819,Revenue,Salem,Danishpet,2,28-09-2020
511847,Revenue,Salem,TNAU CRI Yethapur,78,29-09-2020
511854,Revenue,Salem,Gangavalli,65,29-09-2020
511867,Revenue,Salem,Attur,51.4,29-09-2020
511872,Revenue,Salem,Anaimaduvu Dam,48,29-09-2020
511887,Revenue,Salem,Omalur,40,29-09-2020
511902,Revenue,Salem,Veeraganoor,34,29-09-2020
511905,Revenue,Salem,Salem,32.4,29-09-2020
511941,Revenue,Salem,Danishpet,20,29-09-2020
511942,Revenue,Salem,Thammampatti,20,29-09-2020
511943,Revenue,Salem,Kariyakovil Dam,20,29-09-2020
511992,Revenue,Salem,Yercaud,11,29-09-2020
512047,Revenue,Salem,Valappady,5,29-09-2020
512070,Revenue,Salem,Edapadi,4,29-09-2020
512100,Revenue,Salem,Mettur,1.6,29-09-2020
512104,Revenue,Salem,sankaridurg,1.2,29-09-2020
512156,Revenue,Salem,Yercaud,47.6,30-09-2020
512173,Revenue,Salem,Danishpet,41,30-09-2020
512178,Revenue,Salem,TNAU CRI Yethapur,40,30-09-2020
512182,Revenue,Salem,Mettur,38.6,30-09-2020
512202,Revenue,Salem,Omalur,31.4,30-09-2020
512229,Revenue,Salem,Kariyakovil Dam,25,30-09-2020
512279,Revenue,Salem,sankaridurg,15.2,30-09-2020
512283,Revenue,Salem,Gangavalli,15,30-09-2020
512296,Revenue,Salem,Anaimaduvu Dam,14,30-09-2020
512304,Revenue,Salem,Veeraganoor,13,30-09-2020
512306,Revenue,Salem,Salem,12.6,30-09-2020
512317,Revenue,Salem,Attur,10.6,30-09-2020
512322,Revenue,Salem,Thammampatti,10,30-09-2020
512328,Revenue,Salem,Edapadi,9.2,30-09-2020
512360,Revenue,Salem,Valappady,5,30-09-2020
512478,Revenue,Salem,Danishpet,10,01-10-2020
512479,Revenue,Salem,Kariyakovil Dam,10,01-10-2020
512487,Revenue,Salem,Salem,8.8,01-10-2020
512490,Revenue,Salem,Omalur,8,01-10-2020
512543,Revenue,Salem,Yercaud,3,01-10-2020
512548,Revenue,Salem,Mettur,2.8,01-10-2020
512559,Revenue,Salem,Anaimaduvu Dam,2,01-10-2020
512590,Revenue,Salem,Salem,42.2,03-10-2020
512595,Revenue,Salem,Yercaud,37.4,03-10-2020
512600,Revenue,Salem,Kariyakovil Dam,30,03-10-2020
512601,Revenue,Salem,Anaimaduvu Dam,30,03-10-2020
512605,Revenue,Salem,Danishpet,26,03-10-2020
512618,Revenue,Salem,Omalur,17.4,03-10-2020
512621,Revenue,Salem,TNAU CRI Yethapur,15,03-10-2020
512631,Revenue,Salem,Attur,9.4,03-10-2020
512633,Revenue,Salem,Gangavalli,8,03-10-2020
512634,Revenue,Salem,Mettur,7.6,03-10-2020
512637,Revenue,Salem,Valappady,7,03-10-2020
512650,Revenue,Salem,Veeraganoor,3,03-10-2020
512653,Revenue,Salem,Edapadi,2.2,03-10-2020
512660,Revenue,Salem,Edapadi,29,04-10-2020
512661,Revenue,Salem,Mettur,21.2,04-10-2020
512666,Revenue,Salem,Danishpet,8,04-10-2020
512699,Revenue,Salem,Gangavalli,40,07-10-2020
512706,Revenue,Salem,Attur,31.4,07-10-2020
512727,Revenue,Salem,Omalur,17.6,07-10-2020
512736,Revenue,Salem,Anaimaduvu Dam,15,07-10-2020
512737,Revenue,Salem,Mettur,13.6,07-10-2020
512739,Revenue,Salem,Danishpet,12.6,07-10-2020
512742,Revenue,Salem,Yercaud,12,07-10-2020
512760,Revenue,Salem,Kariyakovil Dam,7,07-10-2020
512763,Revenue,Salem,Edapadi,6.4,07-10-2020
512784,Revenue,Salem,sankaridurg,3,07-10-2020
512789,Revenue,Salem,Salem,2.8,07-10-2020
512823,Revenue,Salem,Thammampatti,46,08-10-2020
512840,Revenue,Salem,Gangavalli,40,08-10-2020
512862,Revenue,Salem,Attur,31.4,08-10-2020
512873,Revenue,Salem,Veeraganoor,28,08-10-2020
512881,Revenue,Salem,Yercaud,26,08-10-2020
512906,Revenue,Salem,TNAU CRI Yethapur,20,08-10-2020
512914,Revenue,Salem,Anaimaduvu Dam,18,08-10-2020
512952,Revenue,Salem,Kariyakovil Dam,12,08-10-2020
512965,Revenue,Salem,Danishpet,10,08-10-2020
512966,Revenue,Salem,Omalur,10,08-10-2020
512990,Revenue,Salem,Valappady,8,08-10-2020
513032,Revenue,Salem,Salem,4.8,08-10-2020
513096,Revenue,Salem,Veeraganoor,28,09-10-2020
513101,Revenue,Salem,Attur,21.6,09-10-2020
513102,Revenue,Salem,Thammampatti,20,09-10-2020
513135,Revenue,Salem,Gangavalli,8,09-10-2020
513153,Revenue,Salem,TNAU CRI Yethapur,4,09-10-2020
513175,Revenue,Salem,Kariyakovil Dam,2,09-10-2020
513177,Revenue,Salem,Anaimaduvu Dam,2,09-10-2020
513205,Revenue,Salem,Veeraganoor,56,10-10-2020
513206,Revenue,Salem,Edapadi,55,10-10-2020
513208,Revenue,Salem,Gangavalli,54,10-10-2020
513219,Revenue,Salem,Thammampatti,40,10-10-2020
513230,Revenue,Salem,Danishpet,35,10-10-2020
513262,Revenue,Salem,Salem,22.7,10-10-2020
513277,Revenue,Salem,TNAU CRI Yethapur,19,10-10-2020
513279,Revenue,Salem,sankaridurg,17.2,10-10-2020
513286,Revenue,Salem,Yercaud,15.6,10-10-2020
513291,Revenue,Salem,Mettur,15.4,10-10-2020
513297,Revenue,Salem,Kariyakovil Dam,15,10-10-2020
513308,Revenue,Salem,Anaimaduvu Dam,13,10-10-2020
513310,Revenue,Salem,Attur,12.4,10-10-2020
513334,Revenue,Salem,Valappady,9,10-10-2020
513347,Revenue,Salem,Omalur,7,10-10-2020
513487,Revenue,Salem,Gangavalli,15,11-10-2020
513562,Revenue,Salem,Salem,3.1,11-10-2020
513610,Revenue,Salem,Attur,1,11-10-2020
513636,Revenue,Salem,Thammampatti,7,12-10-2020
513715,Revenue,Salem,Kariyakovil Dam,20,13-10-2020
513729,Revenue,Salem,Danishpet,13,13-10-2020
513730,Revenue,Salem,Yercaud,13,13-10-2020
513747,Revenue,Salem,Omalur,9.4,13-10-2020
513751,Revenue,Salem,Anaimaduvu Dam,8,13-10-2020
513944,Revenue,Salem,Yercaud,10.8,17-10-2020
513954,Revenue,Salem,Edapadi,6.4,17-10-2020
513961,Revenue,Salem,sankaridurg,6,17-10-2020
513996,Revenue,Salem,Valappady,1,17-10-2020
514041,Revenue,Salem,Yercaud,44.4,18-10-2020
514076,Revenue,Salem,Danishpet,28,18-10-2020
514080,Revenue,Salem,Kariyakovil Dam,26,18-10-2020
514231,Revenue,Salem,Anaimaduvu Dam,4,18-10-2020
514253,Revenue,Salem,Valappady,2.2,18-10-2020
514274,Revenue,Salem,Attur,1,18-10-2020
514303,Revenue,Salem,Omalur,20,19-10-2020
514310,Revenue,Salem,Mettur,19,19-10-2020
514316,Revenue,Salem,Yercaud,17.8,19-10-2020
514342,Revenue,Salem,Danishpet,12.5,19-10-2020
514343,Revenue,Salem,Edapadi,12,19-10-2020
514351,Revenue,Salem,Anaimaduvu Dam,10,19-10-2020
514372,Revenue,Salem,Salem,7.6,19-10-2020
514391,Revenue,Salem,Veeraganoor,5,19-10-2020
514402,Revenue,Salem,sankaridurg,4.1,19-10-2020
514455,Revenue,Salem,Attur,1,19-10-2020
514456,Revenue,Salem,TNAU CRI Yethapur,1,19-10-2020
514471,Revenue,Salem,Salem,87.3,20-10-2020
514474,Revenue,Salem,Anaimaduvu Dam,56,20-10-2020
514476,Revenue,Salem,Gangavalli,52,20-10-2020
514477,Revenue,Salem,Attur,50.6,20-10-2020
514479,Revenue,Salem,Kariyakovil Dam,50,20-10-2020
514482,Revenue,Salem,Veeraganoor,38,20-10-2020
514519,Revenue,Salem,Thammampatti,18,20-10-2020
514533,Revenue,Salem,Yercaud,14,20-10-2020
514566,Revenue,Salem,Danishpet,9,20-10-2020
514587,Revenue,Salem,TNAU CRI Yethapur,6,20-10-2020
514652,Revenue,Salem,Valappady,1,20-10-2020
514756,Revenue,Salem,Edapadi,4,21-10-2020
514764,Revenue,Salem,Attur,3.4,21-10-2020
514770,Revenue,Salem,Anaimaduvu Dam,3,21-10-2020
514771,Revenue,Salem,Yercaud,3,21-10-2020
514833,Revenue,Salem,Yercaud,23.4,22-10-2020
514854,Revenue,Salem,Kariyakovil Dam,15,22-10-2020
514888,Revenue,Salem,Danishpet,9,22-10-2020
514900,Revenue,Salem,sankaridurg,7.2,22-10-2020
514910,Revenue,Salem,TNAU CRI Yethapur,5,22-10-2020
514914,Revenue,Salem,Attur,4.6,22-10-2020
514934,Revenue,Salem,Anaimaduvu Dam,3,22-10-2020
514953,Revenue,Salem,Veeraganoor,2,22-10-2020
514958,Revenue,Salem,Salem,1.4,22-10-2020
514970,Revenue,Salem,Valappady,1,22-10-2020
515037,Revenue,Salem,Mettur,9.2,23-10-2020
515064,Revenue,Salem,Yercaud,1.2,23-10-2020
515114,Revenue,Salem,Danishpet,4,24-10-2020
515123,Revenue,Salem,Mettur,1.2,24-10-2020
515126,Revenue,Salem,Omalur,1,24-10-2020
515191,Revenue,Salem,Edapadi,1.2,26-10-2020
515682,Revenue,Salem,Salem,1,04-11-2020
515751,Revenue,Salem,Attur,21.2,05-11-2020
515774,Revenue,Salem,Veeraganoor,13,05-11-2020
515790,Revenue,Salem,Thammampatti,10,05-11-2020
515946,Revenue,Salem,Yercaud,29,06-11-2020
515962,Revenue,Salem,Valappady,21,06-11-2020
515982,Revenue,Salem,Mettur,17.2,06-11-2020
516051,Revenue,Salem,Thammampatti,10,06-11-2020
516080,Revenue,Salem,sankaridurg,7.2,06-11-2020
516129,Revenue,Salem,TNAU CRI Yethapur,4,06-11-2020
516137,Revenue,Salem,Edapadi,3.6,06-11-2020
516153,Revenue,Salem,Anaimaduvu Dam,3,06-11-2020
516173,Revenue,Salem,Salem,2.1,06-11-2020
516333,Revenue,Salem,Mettur,9,07-11-2020
516381,Revenue,Salem,Thammampatti,5,07-11-2020
516435,Revenue,Salem,TNAU CRI Yethapur,2,07-11-2020
516451,Revenue,Salem,Salem,0.5,07-11-2020
516477,Revenue,Salem,Gangavalli,20,08-11-2020
516506,Revenue,Salem,Thammampatti,11,08-11-2020
516514,Revenue,Salem,Edapadi,10,08-11-2020
516572,Revenue,Salem,Kariyakovil Dam,3,08-11-2020
516573,Revenue,Salem,Anaimaduvu Dam,3,08-11-2020
516592,Revenue,Salem,Yercaud,2,08-11-2020
516609,Revenue,Salem,Attur,1,08-11-2020
516618,Revenue,Salem,Veeraganoor,38,09-11-2020
516636,Revenue,Salem,Gangavalli,23,09-11-2020
516664,Revenue,Salem,Thammampatti,15,09-11-2020
516692,Revenue,Salem,Edapadi,11.6,09-11-2020
516778,Revenue,Salem,Kariyakovil Dam,4,09-11-2020
516789,Revenue,Salem,sankaridurg,3.2,09-11-2020
516804,Revenue,Salem,Yercaud,2.8,09-11-2020
516807,Revenue,Salem,Attur,2.4,09-11-2020
516824,Revenue,Salem,Mettur,1.4,09-11-2020
516888,Revenue,Salem,Kariyakovil Dam,85,13-11-2020
516906,Revenue,Salem,Thammampatti,38,13-11-2020
516913,Revenue,Salem,Attur,33.6,13-11-2020
516922,Revenue,Salem,TNAU CRI Yethapur,27,13-11-2020
516951,Revenue,Salem,Anaimaduvu Dam,15,13-11-2020
516957,Revenue,Salem,Danishpet,14,13-11-2020
516963,Revenue,Salem,Yercaud,11.8,13-11-2020
516974,Revenue,Salem,Veeraganoor,10,13-11-2020
517009,Revenue,Salem,Salem,6.6,13-11-2020
517031,Revenue,Salem,Valappady,5,13-11-2020
517251,Revenue,Salem,sankaridurg,18.3,14-11-2020
517360,Revenue,Salem,Thammampatti,10,14-11-2020
517370,Revenue,Salem,TNAU CRI Yethapur,9,14-11-2020
517373,Revenue,Salem,Edapadi,8.6,14-11-2020
517377,Revenue,Salem,Anaimaduvu Dam,8,14-11-2020
517378,Revenue,Salem,Yercaud,8,14-11-2020
517394,Revenue,Salem,Veeraganoor,8,14-11-2020
517428,Revenue,Salem,Omalur,6,14-11-2020
517453,Revenue,Salem,Gangavalli,5,14-11-2020
517470,Revenue,Salem,Salem,3.6,14-11-2020
517484,Revenue,Salem,Danishpet,3,14-11-2020
517490,Revenue,Salem,Valappady,2,14-11-2020
517505,Revenue,Salem,Kariyakovil Dam,2,14-11-2020
517667,Revenue,Salem,Kariyakovil Dam,2,15-11-2020
517797,Revenue,Salem,Kariyakovil Dam,25,16-11-2020
517827,Revenue,Salem,Thammampatti,20,16-11-2020
517949,Revenue,Salem,Attur,7.4,16-11-2020
517956,Revenue,Salem,Gangavalli,7,16-11-2020
518025,Revenue,Salem,Yercaud,4,16-11-2020
518064,Revenue,Salem,TNAU CRI Yethapur,2,16-11-2020
